Store,"Product Name","Product Id",SKU,EAN,Active,New,Quantity,Popularity,"Start Date","End Date","Short Description","Long Description","SEO Id","SEO Title","Product URL","Image URL 640","Image URL 70",Price,Currency,VAT,"Price without VAT",Discount,Category,Brand,Type
www.noren.ro,"Marble Pink 330 ml",1629,000094,8051513921506,1,0,500,50,2023-03-01,2099-01-01,"STICLĂ TERMOS","<b>Sticla Termos Marble Pink 330 ml</b> este o <b>sticlă termoizolantă </b> care menține băuturile reci sau calde pentru ore întregi. Această sticlă nu ocupă mult loc, este ușoară și potrivită pentru orice călătorie sau activitate. <br><br> <a href=""/storeproducts/accesorii"">Poți adăugă mai multe funcții cu capace și accesorii utile.</a> <br><br> Design-ul accentuează diferitele modele, adăugând un aspect elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil.  <br><br> Este potrivită pentru orice tip de băutură, nu reține și nu transmite gusturi.",marble-pink-330-ml-sticla-termos,"Marble Pink 330 ml | Sticlă Termos",http://127.0.0.1/product/marble-pink-330-ml-sticla-termos,https://127.0.0.1/media/Product/1629/resized640_marble-pink-330-ml-sticla-termos.webp,https://127.0.0.1/media/Product/1629/resized70_marble-pink-330-ml-sticla-termos.webp,134.74,RON,19,113.23,0,,noren,"Store Product"
www.noren.ro,"Marble Pink 500 ml",1630,000100,8051513921568,1,1,499,50,2023-03-01,2099-01-01,"STICLĂ TERMOS","<b>Sticla Termos Marble Pink 500 ml</b> este o <b>sticlă termoizolantă </b> care menține băuturile reci sau calde pentru ore întregi. Această sticlă nu ocupă mult loc, este ușoară și potrivită pentru orice călătorie sau activitate. <br><br> <a href=""/storeproducts/accesorii"">Poți adăugă mai multe funcții cu capace și accesorii utile.</a> <br><br> Design-ul accentuează diferitele modele, adăugând un aspect elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil.  <br><br> Este potrivită pentru orice tip de băutură, nu reține și nu transmite gusturi.",marble-pink-500-ml-sticla-termos,"Marble Pink 500 ml | Sticlă Termos",http://127.0.0.1/product/marble-pink-500-ml-sticla-termos,https://127.0.0.1/media/Product/1630/resized640_marble-pink-500-ml-sticla-termos.webp,https://127.0.0.1/media/Product/1630/resized70_marble-pink-500-ml-sticla-termos.webp,174.66,RON,19,146.77,0,,noren,"Store Product"
www.noren.ro,"Marble Pink 850 ml",1631,000111,8051513921674,1,0,499,50,2023-03-01,2099-01-01,"STICLĂ TERMOS","<b>Sticla Termos Marble Pink 850 ml</b> este o <b>sticlă termoizolantă </b> care menține băuturile reci sau calde pentru ore întregi. Această sticlă nu ocupă mult loc, este ușoară și potrivită pentru orice călătorie sau activitate. <br><br> <a href=""/storeproducts/accesorii"">Poți adăugă mai multe funcții cu capace și accesorii utile.</a> <br><br> Design-ul accentuează diferitele modele, adăugând un aspect elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil.  <br><br> Este potrivită pentru orice tip de băutură, nu reține și nu transmite gusturi.",marble-pink-850-ml-sticla-termos,"Marble Pink 850 ml | Sticlă Termos",http://127.0.0.1/product/marble-pink-850-ml-sticla-termos,https://127.0.0.1/media/Product/1631/resized640_marble-pink-850-ml-sticla-termos.webp,https://127.0.0.1/media/Product/1631/resized70_marble-pink-850-ml-sticla-termos.webp,224.57,RON,19,188.71,0,,noren,"Store Product"
www.noren.ro,"Pompei 500 ml",1632,000229,8051513923623,0,0,0,50,2023-03-01,2099-01-01,"STICLĂ TERMOS","<b>Sticla Termos Pompei 500 ml</b> este o <b>sticlă termoizolantă </b> care menține băuturile reci sau calde pentru ore întregi. Această sticlă nu ocupă mult loc, este ușoară și potrivită pentru orice călătorie sau activitate. <br><br> <a href=""/storeproducts/accesorii"">Poți adăugă mai multe funcții cu capace și accesorii utile.</a> <br><br> Design-ul accentuează diferitele modele, adăugând un aspect elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil.  <br><br> Este potrivită pentru orice tip de băutură, nu reține și nu transmite gusturi.",pompei-500-ml-sticla-termos,"Pompei 500 ml | Sticlă Termos",http://127.0.0.1/product/pompei-500-ml-sticla-termos,https://127.0.0.1/,https://127.0.0.1/,174.66,RON,19,146.77,0,,noren,"Store Product"
www.noren.ro,"Promenade 500 ml",1633,000586,8051513926976,0,0,0,50,2023-03-01,2099-01-01,"STICLĂ TERMOS","<b>Sticla Termos Promenade 500 ml</b> este o <b>sticlă termoizolantă </b> care menține băuturile reci sau calde pentru ore întregi. Această sticlă nu ocupă mult loc, este ușoară și potrivită pentru orice călătorie sau activitate. <br><br> <a href=""/storeproducts/accesorii"">Poți adăugă mai multe funcții cu capace și accesorii utile.</a> <br><br> Design-ul accentuează diferitele modele, adăugând un aspect elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil.  <br><br> Este potrivită pentru orice tip de băutură, nu reține și nu transmite gusturi.",promenade-500-ml-sticla-termos,"Promenade 500 ml | Sticlă Termos",http://127.0.0.1/product/promenade-500-ml-sticla-termos,https://127.0.0.1/,https://127.0.0.1/,174.66,RON,19,146.77,0,,noren,"Store Product"
www.noren.ro,"Prosecco Gold 500 ml",1634,000230,8051513923555,1,1,496,50,2023-03-01,2099-01-01,"STICLĂ TERMOS","<b>Sticla Termos Prosecco Gold 500 ml</b> este o <b>sticlă termoizolantă </b> care menține băuturile reci sau calde pentru ore întregi. Această sticlă nu ocupă mult loc, este ușoară și potrivită pentru orice călătorie sau activitate. <br><br> <a href=""/storeproducts/accesorii"">Poți adăugă mai multe funcții cu capace și accesorii utile.</a> <br><br> Design-ul accentuează diferitele modele, adăugând un aspect elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil.  <br><br> Este potrivită pentru orice tip de băutură, nu reține și nu transmite gusturi.",prosecco-gold-500-ml-sticla-termos,"Prosecco Gold 500 ml | Sticlă Termos",http://127.0.0.1/product/prosecco-gold-500-ml-sticla-termos,https://127.0.0.1/media/Product/1634/resized640_prosecco-gold-500-ml-sticla-termos.webp,https://127.0.0.1/media/Product/1634/resized70_prosecco-gold-500-ml-sticla-termos.webp,199.62,RON,19,167.75,0,,noren,"Store Product"
www.noren.ro,"Riace 500 ml",1635,000232,8051513923630,1,0,500,50,2023-03-01,2099-01-01,"STICLĂ TERMOS","<b>Sticla Termos Riace 500 ml</b> este o <b>sticlă termoizolantă </b> care menține băuturile reci sau calde pentru ore întregi. Această sticlă nu ocupă mult loc, este ușoară și potrivită pentru orice călătorie sau activitate. <br><br> <a href=""/storeproducts/accesorii"">Poți adăugă mai multe funcții cu capace și accesorii utile.</a> <br><br> Design-ul accentuează diferitele modele, adăugând un aspect elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil.  <br><br> Este potrivită pentru orice tip de băutură, nu reține și nu transmite gusturi.",riace-500-ml-sticla-termos,"Riace 500 ml | Sticlă Termos",http://127.0.0.1/product/riace-500-ml-sticla-termos,https://127.0.0.1/media/Product/1635/resized640_riace-500-ml-sticla-termos.webp,https://127.0.0.1/media/Product/1635/resized70_riace-500-ml-sticla-termos.webp,174.66,RON,19,146.77,0,,noren,"Store Product"
www.noren.ro,"Rose Gold 330 ml",1636,000202,8051513923289,1,0,500,50,2023-03-01,2099-01-01,"STICLĂ TERMOS","<b>Sticla Termos Rose Gold 330 ml</b> este o <b>sticlă termoizolantă </b> care menține băuturile reci sau calde pentru ore întregi. Această sticlă nu ocupă mult loc, este ușoară și potrivită pentru orice călătorie sau activitate. <br><br> <a href=""/storeproducts/accesorii"">Poți adăugă mai multe funcții cu capace și accesorii utile.</a> <br><br> Design-ul accentuează diferitele modele, adăugând un aspect elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil.  <br><br> Este potrivită pentru orice tip de băutură, nu reține și nu transmite gusturi.",rose-gold-330-ml-sticla-termos,"Rose Gold 330 ml | Sticlă Termos",http://127.0.0.1/product/rose-gold-330-ml-sticla-termos,https://127.0.0.1/media/Product/1636/resized640_rose-gold-330-ml-sticla-termos.webp,https://127.0.0.1/media/Product/1636/resized70_rose-gold-330-ml-sticla-termos.webp,149.71,RON,19,125.81,0,,noren,"Store Product"
www.noren.ro,"Rose Gold 500 ml",1637,000104,8051513921605,1,0,498,50,2023-03-01,2099-01-01,"STICLĂ TERMOS","<b>Sticla Termos Rose Gold 500 ml</b> este o <b>sticlă termoizolantă </b> care menține băuturile reci sau calde pentru ore întregi. Această sticlă nu ocupă mult loc, este ușoară și potrivită pentru orice călătorie sau activitate. <br><br> <a href=""/storeproducts/accesorii"">Poți adăugă mai multe funcții cu capace și accesorii utile.</a> <br><br> Design-ul accentuează diferitele modele, adăugând un aspect elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil.  <br><br> Este potrivită pentru orice tip de băutură, nu reține și nu transmite gusturi.",rose-gold-500-ml-sticla-termos,"Rose Gold 500 ml | Sticlă Termos",http://127.0.0.1/product/rose-gold-500-ml-sticla-termos,https://127.0.0.1/media/Product/1637/resized640_rose-gold-500-ml-sticla-termos.webp,https://127.0.0.1/media/Product/1637/resized70_rose-gold-500-ml-sticla-termos.webp,199.62,RON,19,167.75,0,,noren,"Store Product"
www.noren.ro,"Rose Gold 350 ml",1638,000426,8051513925559,1,0,500,50,2023-03-01,2099-01-01,"CANĂ TERMOS","<b>Cana Termos</b> Rose Gold 350 ml este o <b>cană termoizolantă</b> care menține băuturile calde sau reci pentru ore întregi. Este concepută să fie extrem de versatilă. Se poate folosi <b>pentru băuturi sau mâncare</b>. <br><br> Vine echipată cu <b>Capac pentru Cafea</b>, dar se poate schimba cu <b>Capacul Sport</b> în timpul exercițiilor fizice sau pe <b>Capacul pentru Mâncare</b> pentru a păstra gustările tale preferate. <br><br> <a href=""/storeproducts/accesorii"">Poți adăugă mai multe funcții cu capace și accesorii utile.</a> <br><br> Finisajul accentuează diferitele modele ale designului, adăugând un stil elegant și o textură precisă. Gura largă a sticlei permite umplerea ușoară cu gheață, iar băutura să fie consumată confortabil. <br><br> Este potrivită pentru orice tip de băutură, nu reține și nici nu transferă gusturi.",rose-gold-350-ml-cana-termos,"Rose Gold 350 ml | Cană Termos",http://127.0.0.1/product/rose-gold-350-ml-cana-termos,https://127.0.0.1/media/Product/1638/resized640_rose-gold-350-ml-cana-termos.webp,https://127.0.0.1/media/Product/1638/resized70_rose-gold-350-ml-cana-termos.webp,174.66,RON,19,146.77,0,,noren,"Store Product"
