id,name,image_link,price,availability,category
1879,"Brushed Steel",https://127.0.0.1/media/Product/1879/resized640_brushed-steel-cutie-pranz.webp,249.52,"in stock",
1880,"Ice White",https://127.0.0.1/media/Product/1880/resized640_ice-white-cutie-pranz.webp,249.52,"in stock",
1881,"Tuxedo Black",https://127.0.0.1/media/Product/1881/resized640_tuxedo-black-cutie-pranz.webp,249.52,"in stock",
1882,"Atlantic Bay",https://127.0.0.1/media/Product/1882/resized640_atlantic-bay-cutie-pranz.webp,249.52,"in stock",
1883,"Hot Red",https://127.0.0.1/media/Product/1883/resized640_hot-red-cutie-pranz.webp,249.52,"in stock",
1884,"Little Buds",https://127.0.0.1/media/Product/1884/resized640_little-buds-cutie-pranz.webp,299.42,"in stock",
1885,Amnesia,https://127.0.0.1/media/Product/1885/resized640_amnesia-cutie-pranz.webp,299.42,"in stock",
1886,"Dusty Pink",https://127.0.0.1/media/Product/1886/resized640_dusty-pink-cutie-pranz.webp,249.52,"in stock",
1887,"Rustic Blue",https://127.0.0.1/media/Product/1887/resized640_rustic-blue-cutie-pranz.webp,249.52,"in stock",
1888,Sage,https://127.0.0.1/media/Product/1888/resized640_sage-cutie-pranz.webp,249.52,"in stock",
1889,"Set 3 Tacâmuri",https://127.0.0.1/media/Product/1889/resized640_set-3-tacamuri-accesorii.webp,74.86,"in stock",
1890,"Capac Negru Pentru Cană Termos",https://127.0.0.1/media/Product/1890/resized640_capac-negru-pentru-cana-termos-accesorii.webp,49.9,"in stock",
1891,"Capac Mâncare Negru Pentru Cană Termos",https://127.0.0.1/media/Product/1891/resized640_capac-mancare-negru-pentru-cana-termos-accesorii-2.webp,49.9,"in stock",
1892,"Capac Negru Sport Pentru Cană Termos",https://127.0.0.1/media/Product/1892/resized640_capac-pentru-cana-termos-negru-accesorii-top.webp,49.9,"in stock",
1893,"Capac Negru Sport Pentru Sticlă Apă",https://127.0.0.1/media/Product/1893/resized640_capac-sport-pentru-sticla-apa-accesorii.webp,39.92,"in stock",
1894,"Capac Negru Pentru Sticlă Termos",https://127.0.0.1/media/Product/1894/resized640_capac-negru-pentru-sticla-termos-accesorii.webp,49.9,"in stock",
1895,"Capac Pentru Sticlă Apă",https://127.0.0.1/media/Product/1895/resized640_capac-pentru-sticla-apa-accesorii.webp,24.95,"in stock",
1896,"Mâner Negru Pentru Sticlă",https://127.0.0.1/media/Product/1896/resized640_maner-negru-pentru-sticla-accesorii.webp,24.95,"in stock",
1897,"Capac Radiance Pentru Sticlă Termos",https://127.0.0.1/media/Product/1897/resized640_capac-radiance-pentru-sticla-termos-accesorii.webp,49.9,"in stock",
1898,"Capac Brushed Steel Pentru Sticlă Termos",https://127.0.0.1/media/Product/1898/resized640_capac-brushed-steel-pentru-sticla-termos-accesorii.webp,49.9,"in stock",
1899,"Capac Fire Red Pentru Sticlă Termos",https://127.0.0.1/media/Product/1899/resized640_capac-fire-red-pentru-sticla-termos-accesorii.webp,49.9,"in stock",
1900,"Capac Yellow Gold Pentru Sticlă Termos",https://127.0.0.1/media/Product/1900/resized640_capac-yellow-gold-pentru-sticla-termos-accesorii.webp,49.9,"in stock",
1901,"Capac Lagoon Blue Pentru Sticlă Apă",https://127.0.0.1/media/Product/1901/resized640_capac-lagoon-blue-pentru-sticla-apa-accesorii.webp,24.95,"in stock",
1902,"Infuzor Sticlă Light Blue",https://127.0.0.1/media/Product/1902/resized640_infuzor-sticla-light-blue-accesorii.webp,59.88,"in stock",
1903,"Capac Sport Light Blue Pentru Sticlă Apă",https://127.0.0.1/media/Product/1903/resized640_capac-sport-light-blue-pentru-sticla-apa-accesorii.webp,39.92,"in stock",
1904,"Capac Light Blue Pentru Sticlă Termos",https://127.0.0.1/media/Product/1904/resized640_capac-light-blue-pentru-sticla-termos-accesorii.webp,49.9,"in stock",
1905,"Capac Light Blue Pentru Sticlă Apă",https://127.0.0.1/media/Product/1905/resized640_capac-light-blue-pentru-sticla-apa-accesorii.webp,24.95,"in stock",
1906,"Mâner Light Blue Pentru Sticlă",https://127.0.0.1/media/Product/1906/resized640_maner-light-blue-pentru-sticla-accesorii.webp,24.95,"in stock",
1907,"Infuzor Sticlă Light Green",https://127.0.0.1/media/Product/1907/resized640_infuzor-sticla-light-green-accesorii.webp,59.88,"in stock",
1908,"Capac Sport  Light Green Pentru Sticlă Apă",https://127.0.0.1/media/Product/1908/resized640_capac-sport--light-green-pentru-sticla-apa-accesorii.webp,39.92,"in stock",
1909,"Capac Light Green Pentru Sticlă Termos",https://127.0.0.1/media/Product/1909/resized640_capac-light-green-pentru-sticla-termos-accesorii.webp,49.9,"in stock",
1910,"Capac Light Green Pentru Sticlă Apă",https://127.0.0.1/media/Product/1910/resized640_capac-light-green-pentru-sticla-apa-accesorii.webp,24.95,"in stock",
1911,"Mâner Light Green Pentru Sticlă",https://127.0.0.1/media/Product/1911/resized640_maner-light-green-pentru-sticla-accesorii.webp,24.95,"in stock",
1912,"Infuzor Sticlă Light Grey",https://127.0.0.1/media/Product/1912/resized640_infuzor-sticla-light-grey-accesorii.webp,59.88,"in stock",
1913,"Capac Sport Light Grey Pentru Sticlă Apă",https://127.0.0.1/media/Product/1913/resized640_capac-sport-light-grey-pentru-sticla-apa-accesorii.webp,39.92,"in stock",
1914,"Capac Light Grey Pentru Sticlă Termos",https://127.0.0.1/media/Product/1914/resized640_capac-light-grey-pentru-sticla-termos-accesorii.webp,49.9,"in stock",
1915,"Capac Light Grey Pentru Sticlă Apă",https://127.0.0.1/media/Product/1915/resized640_capac-light-grey-pentru-sticla-apa-accesorii.webp,24.95,"in stock",
1916,"Mâner Light Grey Pentru Sticlă",https://127.0.0.1/media/Product/1916/resized640_maner-light-grey-pentru-sticla-accesorii.webp,24.95,"in stock",
1917,"Infuzor Sticlă Light Pink",https://127.0.0.1/media/Product/1917/resized640_infuzor-sticla-light-pink-accesorii.webp,59.88,"in stock",
1918,"Capac Sport Light Pink Pentru Sticlă Apă",https://127.0.0.1/media/Product/1918/resized640_capac-light-pink-pentru-sticla-termos-accesorii.webp,39.92,"in stock",
1919,"Capac Light Pink Pentru Sticlă Termos",https://127.0.0.1/media/Product/1919/resized640_capac-light-pink-pentru-sticla-termos-accesorii.webp,49.9,"in stock",
1920,"Capac Light Pink Pentru Sticlă Apă",https://127.0.0.1/media/Product/1920/resized640_capac-light-pink-pentru-sticla-apa-accesorii.webp,24.95,"in stock",
1921,"Mâner Light Pink Pentru Sticlă",https://127.0.0.1/media/Product/1921/resized640_maner-light-pink-pentru-sticla-accesorii.webp,24.95,"in stock",
1922,"Infuzor Sticlă Light Yellow",https://127.0.0.1/media/Product/1922/resized640_infuzor-sticla-light-yellow-accesorii.webp,59.88,"in stock",
1923,"Capac Sport Light Yellow Pentru Sticlă Apă",https://127.0.0.1/media/Product/1923/resized640_capac-sport-light-yellow-pentru-sticla-apa-accesorii.webp,39.92,"in stock",
1924,"Capac Light Yellow Pentru Sticlă Termos",https://127.0.0.1/media/Product/1924/resized640_capac-light-yellow-pentru-sticla-termos-accesorii.webp,49.9,"in stock",
1925,"Capac Light Yellow Pentru Sticlă Apă",https://127.0.0.1/media/Product/1925/resized640_capac-light-yellow-pentru-sticla-apa-accesorii.webp,24.95,"in stock",
1926,"Mâner Light Yellow Pentru Sticlă",https://127.0.0.1/media/Product/1926/resized640_maner-light-yellow-pentru-sticla-accesorii.webp,24.95,"in stock",
1927,"Capac Sport White Orange Pentru Sticlă Apă",https://127.0.0.1/media/Product/1927/resized640_capac-white-orange-pentru-sticla-apa-accesorii.webp,39.92,"in stock",
1928,"Capac Orange Pentru Sticlă Apă",https://127.0.0.1/media/Product/1928/resized640_capac-orange-pentru-sticla-apa-accesorii.webp,24.95,"in stock",
1929,"Mâner Orange Pentru Sticlă",https://127.0.0.1/media/Product/1929/resized640_maner-orange-pentru-sticla-apa-accesorii.webp,24.95,"in stock",
1930,"Capac Passion Pink Pentru Sticlă Apă",https://127.0.0.1/media/Product/1930/resized640_Untitled.webp,24.95,"in stock",
1931,"Capac Sparkling Gold Pentru Sticlă Termos",https://127.0.0.1/media/Product/1931/resized640_capac-sparkling-gold-pentru-sticla-termos-accesorii.webp,49.9,"in stock",
1932,"Capac Rose Gold Pentru Sticlă Termos",https://127.0.0.1/media/Product/1932/resized640_capac-rose-gold-pentru-sticla-termos-accesorii.webp,49.9,"in stock",
1933,"Set 4 Pahare 350 ml",https://127.0.0.1/media/Product/1933/resized640_set-4-pahare-350-ml-accesorii.webp,149.71,"in stock",
1934,"Set 4 Paie",https://127.0.0.1/media/Product/1934/resized640_stainless-steel-straw-x4-pack-accesorii.webp,49.9,"in stock",
1935,"Capac White Pentru Sticlă Termos",https://127.0.0.1/media/Product/1935/resized640_2.1.webp,49.9,"in stock",
1937,"Husă Termică 250ml",https://127.0.0.1/media/Product/1937/resized640_w1.webp,34.93,"in stock",
1938,"Cosmic Flower 500 ml",https://127.0.0.1/media/Product/1938/resized640_cosmic-flower-500-ml-sticla-termos.webp,174.66,"in stock",
1939,"Daydreaming 330 ml",https://127.0.0.1/media/Product/1939/resized640_daydreaming-330-ml-sticla-termos.webp,134.74,"in stock",
1941,"Daydreaming 850 ml",https://127.0.0.1/media/Product/1941/resized640_daydreaming-850-ml-sticla-termos.webp,224.57,"in stock",
1943,"Daydreaming 1000 ml",https://127.0.0.1/media/Product/1943/resized640_daydreaming-1000-ml-sticla-apa.webp,124.76,"in stock",
1944,"Daydreaming 500 ml",https://127.0.0.1/media/Product/1944/resized640_daydreaming-500-ml-sticla-apa.webp,99.81,"in stock",
1945,"Galileo 500 ml",https://127.0.0.1/media/Product/1945/resized640_galileo-500-ml-sticla-termos.webp,174.66,"in stock",
1946,"Groovy Red 500 ml",https://127.0.0.1/media/Product/1946/resized640_groovy-red-500-ml-sticla-termos.webp,174.66,"in stock",
1948,"Groovy White 350 ml",https://127.0.0.1/media/Product/1948/resized640_groovy-white-350-ml-cana-termos.webp,144.72,"in stock",
1949,"Radio Galaxy 500 ml",https://127.0.0.1/media/Product/1949/resized640_radio-galaxy-500-ml-sticla-termos.webp,174.66,"in stock",
1950,"Radio Galaxy 500 ml",https://127.0.0.1/media/Product/1950/resized640_radio-galaxy-500-ml-sticla-apa.webp,99.81,"in stock",
1952,"test 1",https://127.0.0.1/media/Product/1952/resized640_test.jpeg,119,"in stock",
